City,State/Province,County,Count,Latitude,Longitude
abbeville,SC,ABBEVILLE,1,34.2,-82.4
aberdeen proving ground,MD,HARFORD,2,39.5,-76.1
abilene,TX,TAYLOR,266,32.6,-99.7
abingdon,VA,WASHINGTON,14,36.7,-82.0
abington,PA,MONTGOMERY,15,40.1,-75.1
acworth,GA,CHEROKEE,2,34.0,-84.7
acworth,GA,COBB,4,34.0,-84.7
ada,MI,KENT,8,43.0,-85.5
adairsville,GA,BARTOW,1,34.4,-84.9
adams,MA,BERKSHIRE,1,42.6,-73.1
adams,MN,MOWER,20,43.6,-92.7
adams,NY,JEFFERSON,6,43.8,-76.0
afton,NY,CHENANGO,8,42.2,-75.5
afton,OK,OTTAWA,6,36.6,-94.9
afton,VA,NELSON,7,38.0,-78.8
aiken,SC,AIKEN,15,33.5,-81.7
akeley,MN,HUBBARD,12,47.0,-94.7
akron,CO,WASHINGTON,2,39.9,-103.3
akron,OH,SUMMIT,126,41.2,-81.6
alabaster,AL,SHELBY,6,33.2,-86.8
alachua,FL,ALACHUA,2,29.7,-82.5
alameda,CA,ALAMEDA,4,37.8,-122.3
alamogordo,NM,OTERO,4,32.9,-106.0
albany,CA,ALAMEDA,3,37.9,-122.3
albany,GA,DOUGHERTY,1720,31.5,-84.4
albany,NY,ALBANY,276,42.7,-73.8
albany,VT,ORLEANS,3,44.7,-72.3
albany,WI,GREEN,3,42.7,-89.5
albertson,NY,NASSAU,2,40.8,-73.6
albion,IN,NOBLE,36,41.3,-85.4
albuquerque,NM,BERNALILLO,135,35.1,-106.6
alcoa,TN,BLOUNT,1,35.8,-84.0
alden,MI,ANTRIM,3,44.9,-85.3
alexander,NC,BUNCOMBE,16,35.7,-82.6
alexandria,MO,CLARK,2,40.4,-91.5
alexandria,VA,ALEXANDRIA CITY,341,38.8,-77.1
alexandria,VA,FAIRFAX,310,38.8,-77.1
algoma,WI,KEWAUNEE,12,44.7,-87.4
alleman,IA,POLK,10,41.8,-93.6
allen,TX,COLLIN,51,33.1,-96.7
allen park,MI,WAYNE,6,42.2,-83.2
allenton,MI,SAINT CLAIR,20,42.9,-82.9
alma,MI,GRATIOT,1,43.4,-84.7
alma,WI,BUFFALO,8,44.3,-91.9
alma center,WI,JACKSON,2,44.4,-90.9
almond,NC,SWAIN,6,35.4,-83.5
almond,WI,PORTAGE,1,44.3,-89.3
alpena,MI,ALPENA,1,45.2,-83.5
alpha,IL,HENRY,1,41.2,-90.4
alpharetta,GA,FULTON,3,34.1,-84.3
alpine,AL,TALLADEGA,1,33.5,-86.3
alpine,UT,UTAH,6,40.5,-111.8
alto,MI,KENT,1,42.9,-85.4
alton,IL,MADISON,4,38.9,-90.2
altoona,PA,BLAIR,1,40.5,-78.4
alturas,CA,MODOC,4,41.5,-120.5
alvarado,TX,JOHNSON,5,32.4,-97.2
alvin,TX,BRAZORIA,3,29.4,-95.2
amarillo,TX,POTTER,232,35.2,-101.8
amarillo,TX,RANDALL,116,35.2,-101.8
american fork,UT,UTAH,504,40.4,-111.8
ames,IA,STORY,28,42.0,-93.6
ames,OK,MAJOR,1,36.2,-98.2
amherst,MA,HAMPSHIRE,40,42.3,-72.5
amherst,NH,HILLSBOROUGH,1,42.9,-71.6
amherst,OH,LORAIN,7,41.4,-82.2
amherst,VA,AMHERST,8,37.6,-79.0
amherst,WI,PORTAGE,7,44.4,-89.3
amherst junction,WI,PORTAGE,3,44.5,-89.3
amityville,NY,SUFFOLK,4,40.7,-73.4
anderson,MO,MCDONALD,3,36.6,-94.4
anderson,SC,ANDERSON,38,34.6,-82.6
andes,NY,DELAWARE,6,42.1,-74.8
andover,KS,BUTLER,1,37.7,-97.1
andover,MA,ESSEX,21,42.6,-71.1
andover,MN,ANOKA,110,45.2,-93.3
angel fire,NM,COLFAX,4,36.3,-105.1
angier,NC,HARNETT,2,35.5,-78.7
angleton,TX,BRAZORIA,14,29.3,-95.7
