City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Morro Bay,CA,sanluisobispo,2014-01-01,35.4,-120.8,2014,1,1,Winter,16244,101.0,49.2583334
Pacific Grove,CA,monterey,2014-01-01,36.6,-121.9,2014,1,1,Winter,26840,66.0,50.97222200000001
Big Sur,CA,monterey,2014-01-01,36.2,-121.6,2014,1,1,Winter,85316,66.0,50.97222200000001
Goodyear,AZ,maricopa,2014-01-01,33.4,-112.4,2014,1,1,Winter,2,246.0,52.0
new smyrna beach,FL,volusia,2014-01-01,29.0,-81.1,2014,1,1,Winter,2,36.0,
Pismo Beach,CA,sanluisobispo,2014-01-01,35.2,-120.7,2014,1,1,Winter,60586,101.0,49.2583334
Covina,CA,losangeles,2014-01-03,34.1,-117.9,2014,1,3,Winter,2,86.0,56.54715611111111
Houston,TX,harris,2014-01-05,29.8,-95.4,2014,1,5,Winter,43,44.0,52.36309513636363
Houston,TX,fortbend,2014-01-05,29.8,-95.4,2014,1,5,Winter,1,,
Long Beach,CA,losangeles,2014-01-08,33.8,-118.2,2014,1,8,Winter,20,93.0,55.19702377777778
Ventura,CA,ventura,2014-01-11,34.3,-119.3,2014,1,11,Winter,6,74.0,57.083333333333336
Ventura,CA,ventura,2014-01-12,34.3,-119.3,2014,1,12,Winter,12,43.0,60.34027783333334
Port Lavaca,TX,calhoun,2014-01-12,28.5,-96.7,2014,1,12,Winter,10,,
Katy,TX,fortbend,2014-01-13,29.8,-95.7,2014,1,13,Winter,2,,
Katy,TX,harris,2014-01-13,29.8,-95.7,2014,1,13,Winter,2,46.0,64.77272727272727
Panama City Beach,FL,bay,2014-01-14,30.2,-85.8,2014,1,14,Winter,10,35.0,
Beverly Hills,CA,losangeles,2014-01-15,34.1,-118.4,2014,1,15,Winter,1,85.0,64.60211644444445
Pasadena,CA,losangeles,2014-01-18,34.1,-118.2,2014,1,18,Winter,13,82.0,61.41157411111111
Pensacola,FL,escambia,2014-01-19,30.4,-87.2,2014,1,19,Winter,9,46.0,
Houston,TX,fortbend,2014-01-19,29.8,-95.4,2014,1,19,Winter,1,,
Houston,TX,harris,2014-01-19,29.8,-95.4,2014,1,19,Winter,43,68.0,57.095238142857134
Miami,FL,miami-dade,2014-01-21,25.8,-80.2,2014,1,21,Winter,68,38.0,62.0
Fullerton,CA,orange,2014-01-22,33.9,-117.9,2014,1,22,Winter,1,79.0,60.2729165
Summerland Key,FL,monroe,2014-01-22,24.6,-81.5,2014,1,22,Winter,17,,
Santa Barbara,CA,santabarbara,2014-01-23,34.4,-119.7,2014,1,23,Winter,7,79.0,55.79166658333333
Cypress,TX,harris,2014-01-23,30.0,-95.7,2014,1,23,Winter,1,54.0,48.73514495652174
Valrico,FL,hillsborough,2014-01-23,27.9,-82.2,2014,1,23,Winter,1,67.0,47.166667
Hudson,FL,pasco,2014-01-23,28.4,-82.7,2014,1,23,Winter,3,42.0,
Houston,TX,fortbend,2014-01-24,29.8,-95.4,2014,1,24,Winter,1,,
Houston,TX,harris,2014-01-24,29.8,-95.4,2014,1,24,Winter,43,41.0,31.83530959090909
Long Beach,CA,losangeles,2014-01-25,33.8,-118.2,2014,1,25,Winter,20,75.0,62.706481333333336
Valrico,FL,hillsborough,2014-01-25,27.9,-82.2,2014,1,25,Winter,1,53.0,54.208333
Goleta,CA,santabarbara,2014-01-26,34.4,-119.9,2014,1,26,Winter,5,65.0,56.66666675
La quinta,CA,riverside,2014-01-26,33.7,-116.3,2014,1,26,Winter,1,82.0,59.89924741666667
San Diego,CA,sandiego,2014-01-26,32.7,-117.2,2014,1,26,Winter,20,65.0,59.229166625
Fort Lauderdale,FL,broward,2014-01-26,26.1,-80.1,2014,1,26,Winter,34,48.0,
San Rafael,CA,marin,2014-01-27,38.0,-122.5,2014,1,27,Winter,6,57.0,
delray beach,FL,palmbeach,2014-01-27,26.5,-80.1,2014,1,27,Winter,4,51.0,
Santa Barbara,CA,santabarbara,2014-01-28,34.4,-119.7,2014,1,28,Winter,7,66.0,58.23958325
San Diego,CA,sandiego,2014-01-28,32.7,-117.2,2014,1,28,Winter,40,69.0,57.526041625
Oakland,CA,alameda,2014-01-28,37.8,-122.2,2014,1,28,Winter,9,50.0,
Miami,FL,miami-dade,2014-01-28,25.9,-80.2,2014,1,28,Winter,68,37.0,71.041667
Coronado,CA,sandiego,2014-01-28,32.7,-117.2,2014,1,28,Winter,2,69.0,57.526041625
Costa Mesa,CA,orange,2014-01-28,33.7,-117.9,2014,1,28,Winter,1,81.0,56.885417000000004
Saint Petersburg,FL,pinellas,2014-01-29,27.8,-82.7,2014,1,29,Winter,26,24.0,
oceanside,CA,sandiego,2014-01-30,33.2,-117.4,2014,1,30,Winter,3,75.0,56.692708375
