City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count
Covington,LA,SAINT TAMMANY,2014-02-01,30.5,-90.1,2014,2,1,Winter,5
Escondido,CA,SAN DIEGO,2014-02-02,33.1,-117.0,2014,2,2,Winter,2
Palm Bay,FL,BREVARD,2014-02-02,28.0,-80.6,2014,2,2,Winter,4
Long Beach,CA,LOS ANGELES,2014-02-02,33.8,-118.2,2014,2,2,Winter,20
Boynton Beach,FL,PALM BEACH,2014-02-02,26.4,-80.2,2014,2,2,Winter,6
Baton Rouge,LA,EAST BATON ROUGE,2014-02-04,30.4,-91.2,2014,2,4,Winter,17
Phoenix,AZ,MARICOPA,2014-02-04,33.5,-112.1,2014,2,4,Winter,5
Sarasota,FL,MANATEE,2014-02-05,27.3,-82.5,2014,2,5,Winter,2
Santa Ana,CA,ORANGE,2014-02-05,33.8,-117.9,2014,2,5,Winter,9
Sarasota,FL,SARASOTA,2014-02-05,27.3,-82.5,2014,2,5,Winter,6
Saint Augustine,FL,SAINT JOHNS,2014-02-07,29.9,-81.3,2014,2,7,Winter,7
Scottsdale,AZ,MARICOPA,2014-02-08,33.5,-111.9,2014,2,8,Winter,1
Pasadena,CA,LOS ANGELES,2014-02-08,34.1,-118.2,2014,2,8,Winter,13
Largo,FL,PINELLAS,2014-02-09,27.9,-82.8,2014,2,9,Winter,4
West Covina,CA,LOS ANGELES,2014-02-10,34.1,-117.9,2014,2,10,Winter,1
Valrico,FL,HILLSBOROUGH,2014-02-10,27.9,-82.2,2014,2,10,Winter,1
Big Pine Key,FL,MONROE,2014-02-11,24.7,-81.4,2014,2,11,Winter,4
Goleta,CA,SANTA BARBARA,2014-02-12,34.4,-119.9,2014,2,12,Winter,5
Ocotillo,CA,IMPERIAL,2014-02-15,32.7,-116.0,2014,2,15,Winter,1
New Braunfels,TX,COMAL,2014-02-17,29.7,-98.1,2014,2,17,Winter,7
New Orleans,LA,ORLEANS,2014-02-17,30.0,-90.1,2014,2,17,Winter,24
New Orleans,LA,JEFFERSON,2014-02-17,30.0,-90.1,2014,2,17,Winter,6
san antonio,TX,BEXAR,2014-02-18,29.5,-98.5,2014,2,18,Winter,32
Palm Beach,FL,PALM BEACH,2014-02-18,26.7,-80.0,2014,2,18,Winter,3
san antonio,TX,COMAL,2014-02-18,29.5,-98.5,2014,2,18,Winter,3
Mary Esther,FL,OKALOOSA,2014-02-18,30.4,-86.8,2014,2,18,Winter,1
boca raton,FL,PALM BEACH,2014-02-19,26.3,-80.1,2014,2,19,Winter,5
Lake Worth,FL,PALM BEACH,2014-02-19,26.7,-80.2,2014,2,19,Winter,11
Gualala,CA,MENDOCINO,2014-02-20,38.8,-123.4,2014,2,20,Winter,2
Moreno Valley,CA,RIVERSIDE,2014-02-20,34.0,-117.2,2014,2,20,Winter,2
Houston,TX,HARRIS,2014-02-23,29.8,-95.4,2014,2,23,Winter,43
Largo,FL,PINELLAS,2014-02-23,27.9,-82.8,2014,2,23,Winter,4
Houston,TX,FORT BEND,2014-02-23,29.8,-95.4,2014,2,23,Winter,1
Sarasota,FL,MANATEE,2014-02-24,27.3,-82.5,2014,2,24,Winter,2
Sarasota,FL,SARASOTA,2014-02-24,27.3,-82.5,2014,2,24,Winter,6
Houston,TX,FORT BEND,2014-03-01,29.8,-95.4,2014,3,1,Spring,1
Houston,TX,HARRIS,2014-03-01,29.8,-95.4,2014,3,1,Spring,43
Cape Coral,FL,LEE,2014-03-27,26.5,-82.0,2014,3,27,Spring,7
Orlando,FL,ORANGE,2014-04-06,28.5,-81.4,2014,4,6,Spring,23
Orlando,FL,BREVARD,2014-04-06,28.5,-81.4,2014,4,6,Spring,3
Canton,OH,STARK,2014-05-06,40.8,-81.4,2014,5,6,Spring,21
TOWSON,MD,BALTIMORE,2014-05-11,39.5,-76.3,2014,5,11,Spring,7
Douglassville,TX,CASS,2014-05-15,33.2,-94.4,2014,5,15,Spring,4
Mount Pleasant,MI,ISABELLA,2014-05-22,43.6,-84.8,2014,5,22,Spring,3
traverse city,MI,GRAND TRAVERSE,2014-05-26,44.8,-85.7,2014,5,26,Spring,2
Chicago,IL,COOK,2014-05-30,41.9,-87.6,2014,5,30,Spring,58
Tully,NY,ONONDAGA,2014-06-01,42.8,-76.1,2014,6,1,Summer,3
Waukesha,WI,WAUKESHA,2014-06-01,43.0,-88.3,2014,6,1,Summer,2
Spring,TX,MONTGOMERY,2014-06-02,30.1,-95.4,2014,6,2,Summer,6
Spring,TX,HARRIS,2014-06-02,30.1,-95.4,2014,6,2,Summer,4
Keysville,VA,CHARLOTTE,2014-06-11,37.0,-78.5,2014,6,11,Summer,1
Paradise,MI,CHIPPEWA,2014-06-12,46.6,-85.1,2014,6,12,Summer,1
Martinsburg,WV,BERKELEY,2014-06-13,39.5,-78.0,2014,6,13,Summer,2
Chicago,IL,COOK,2014-06-17,41.9,-87.6,2014,6,17,Summer,58
Herndon,VA,FAIRFAX,2014-06-19,39.0,-77.4,2014,6,19,Summer,6
Picabo,ID,BLAINE,2014-06-19,43.3,-114.1,2014,6,19,Summer,3
Cincinnati,OH,CLERMONT,2014-06-21,39.1,-84.5,2014,6,21,Summer,3
Tully,NY,ONONDAGA,2014-06-21,42.8,-76.1,2014,6,21,Summer,3
Sandy,UT,SALT LAKE,2014-06-21,40.6,-111.9,2014,6,21,Summer,10
Cincinnati,OH,HAMILTON,2014-06-21,39.1,-84.5,2014,6,21,Summer,111
Lovelock,NV,PERSHING,2014-06-23,40.4,-118.6,2014,6,23,Summer,8
Fox Lake,WI,DODGE,2014-06-26,43.6,-88.9,2014,6,26,Summer,1
Sandy,UT,SALT LAKE,2014-06-26,40.6,-111.9,2014,6,26,Summer,10
ClarkLake,MI,JACKSON,2014-06-26,42.1,-84.4,2014,6,26,Summer,1
Lakeville,MA,PLYMOUTH,2014-06-26,41.8,-71.0,2014,6,26,Summer,4
State College,PA,CENTRE,2014-06-26,40.8,-77.8,2014,6,26,Summer,1
Davison,MI,GENESEE,2014-06-26,43.0,-83.5,2014,6,26,Summer,1
Chicago,IL,COOK,2014-06-27,41.9,-87.6,2014,6,27,Summer,58
Chesterton,IN,PORTER,2014-06-27,41.6,-87.0,2014,6,27,Summer,4
Baltimore,MD,ANNE ARUNDEL,2014-06-27,39.3,-76.6,2014,6,27,Summer,2
Baltimore,MD,BALTIMORE CITY,2014-06-27,39.3,-76.6,2014,6,27,Summer,38
Baltimore,MD,BALTIMORE,2014-06-27,39.3,-76.6,2014,6,27,Summer,3
Fort Wayne,IN,ALLEN,2014-06-27,41.1,-85.1,2014,6,27,Summer,11
Syracuse,NY,ONONDAGA,2014-06-28,43.0,-76.2,2014,6,28,Summer,25
Paradise,MI,CHIPPEWA,2014-06-28,46.6,-85.1,2014,6,28,Summer,1
Keysville,VA,CHARLOTTE,2014-06-28,37.0,-78.5,2014,6,28,Summer,1
Skillman,NJ,SOMERSET,2014-06-29,40.4,-74.7,2014,6,29,Summer,2
Sandy,UT,SALT LAKE,2014-06-29,40.6,-111.9,2014,6,29,Summer,10
Reno,NV,WASHOE,2014-06-29,39.5,-119.8,2014,6,29,Summer,136
Missoula,MT,MISSOULA,2014-06-29,46.9,-114.2,2014,6,29,Summer,12
Eagleville,PA,MONTGOMERY,2014-06-29,40.1,-75.3,2014,6,29,Summer,3
Boyce,VA,CLARKE,2014-06-30,39.1,-78.0,2014,6,30,Summer,1
Plainsboro,NJ,MIDDLESEX,2014-06-30,40.3,-74.6,2014,6,30,Summer,1
Stanardsville,VA,GREENE,2014-06-30,38.3,-78.5,2014,6,30,Summer,1
Danville,KY,BOYLE,2014-06-30,37.6,-84.8,2014,6,30,Summer,1
indian river,MI,CHEBOYGAN,2014-06-30,45.4,-84.5,2014,6,30,Summer,1
Verona,WI,DANE,2014-06-30,43.0,-89.6,2014,6,30,Summer,2
Milltown,NJ,MIDDLESEX,2014-06-30,40.4,-74.4,2014,6,30,Summer,1
Grass lake,MI,JACKSON,2014-07-01,42.3,-84.2,2014,7,1,Summer,1
Claremore,OK,ROGERS,2014-07-01,36.3,-95.6,2014,7,1,Summer,5
Long Beach,CA,LOS ANGELES,2014-07-01,33.8,-118.2,2014,7,1,Summer,40
Rock Island,IL,ROCK ISLAND,2014-07-01,41.5,-90.6,2014,7,1,Summer,2
Hailey,ID,BLAINE,2014-07-01,43.6,-114.1,2014,7,1,Summer,6
Lebanon,IL,SAINT CLAIR,2014-07-01,38.6,-89.8,2014,7,1,Summer,1
new york,NY,NEW YORK,2014-07-01,40.8,-74.0,2014,7,1,Summer,124
MORGANTOWN,IN,MORGAN,2014-07-01,39.3,-86.3,2014,7,1,Summer,3
Newport,RI,NEWPORT,2014-07-01,41.5,-71.3,2014,7,1,Summer,1
Ruckersville,VA,GREENE,2014-07-01,38.2,-78.4,2014,7,1,Summer,2
Post,TX,GARZA,2014-07-01,33.2,-101.3,2014,7,1,Summer,1
HICKSVILLE,OH,DEFIANCE,2014-07-01,41.3,-84.7,2014,7,1,Summer,1
Minneapolis,MN,HENNEPIN,2014-07-01,45.0,-93.3,2014,7,1,Summer,31
Onley,VA,ACCOMACK,2014-07-01,37.7,-75.7,2014,7,1,Summer,1
Warrenville,IL,DUPAGE,2014-07-01,41.8,-88.2,2014,7,1,Summer,2
Cypress,TX,HARRIS,2014-07-01,30.0,-95.7,2014,7,1,Summer,1
Ocean City,MD,WORCESTER,2014-07-01,38.4,-75.1,2014,7,1,Summer,3
Minneapolis,MN,ANOKA,2014-07-01,45.0,-93.3,2014,7,1,Summer,12
Lemont,IL,COOK,2014-07-02,41.7,-88.0,2014,7,2,Summer,1
Franklin,OH,WARREN,2014-07-02,39.5,-84.3,2014,7,2,Summer,4
Indianapolis,IN,MARION,2014-07-02,39.8,-86.1,2014,7,2,Summer,52
Indianapolis,IN,HAMILTON,2014-07-02,39.8,-86.1,2014,7,2,Summer,2
Moorhead,MN,CLAY,2014-07-02,46.9,-96.7,2014,7,2,Summer,4
Richmond,VA,HENRICO,2014-07-02,37.5,-77.4,2014,7,2,Summer,7
Galax,VA,GALAX CITY,2014-07-02,36.6,-80.9,2014,7,2,Summer,3
Tupper Lake,NY,FRANKLIN,2014-07-02,44.2,-74.4,2014,7,2,Summer,3
columbia,MS,MARION,2014-07-02,31.2,-89.8,2014,7,2,Summer,1
"Green Bay,",WI,BROWN,2014-07-02,44.5,-88.0,2014,7,2,Summer,24
Cleveland,OH,CUYAHOGA,2014-07-02,41.5,-81.7,2014,7,2,Summer,64
Perrysburg,OH,WOOD,2014-07-02,41.5,-83.6,2014,7,2,Summer,2
Gabriels,NY,FRANKLIN,2014-07-02,44.4,-74.2,2014,7,2,Summer,2
Richmond,VA,RICHMOND CITY,2014-07-02,37.5,-77.4,2014,7,2,Summer,31
Winona,MN,WINONA,2014-07-02,44.0,-91.6,2014,7,2,Summer,7
Richmond,VA,CHESTERFIELD,2014-07-02,37.5,-77.4,2014,7,2,Summer,7
Twinsburg,OH,SUMMIT,2014-07-02,41.3,-81.4,2014,7,2,Summer,1
Chattanooga,TN,HAMILTON,2014-07-02,35.0,-85.2,2014,7,2,Summer,7
Bloomingdale,NJ,PASSAIC,2014-07-02,41.0,-74.3,2014,7,2,Summer,1
Menominee,MI,MENOMINEE,2014-07-03,45.2,-87.6,2014,7,3,Summer,1
Houston,TX,FORT BEND,2014-07-03,29.8,-95.4,2014,7,3,Summer,4
Minneapolis,MN,ANOKA,2014-07-03,45.0,-93.3,2014,7,3,Summer,36
Madison,IN,JEFFERSON,2014-07-03,38.8,-85.4,2014,7,3,Summer,5
Grass lake,MI,JACKSON,2014-07-03,42.3,-84.2,2014,7,3,Summer,2
Burlington,WI,RACINE,2014-07-03,42.7,-88.3,2014,7,3,Summer,1
Minneapolis,MN,HENNEPIN,2014-07-03,45.0,-93.3,2014,7,3,Summer,93
Carlsbad,CA,SAN DIEGO,2014-07-03,33.2,-117.3,2014,7,3,Summer,150
Northport,MI,LEELANAU,2014-07-03,45.1,-85.6,2014,7,3,Summer,9
Colton,NY,SAINT LAWRENCE,2014-07-03,44.3,-74.8,2014,7,3,Summer,1
Keysville,VA,CHARLOTTE,2014-07-03,37.0,-78.5,2014,7,3,Summer,1
Houston,TX,HARRIS,2014-07-03,29.8,-95.4,2014,7,3,Summer,172
Scottsville,KY,ALLEN,2014-07-04,36.8,-86.2,2014,7,4,Summer,15
Lexington,KY,FAYETTE,2014-07-04,38.0,-84.5,2014,7,4,Summer,7
Spring,TX,MONTGOMERY,2014-07-04,30.1,-95.4,2014,7,4,Summer,6
Lansing,IL,COOK,2014-07-04,41.6,-87.5,2014,7,4,Summer,3
Owings Mills,MD,BALTIMORE,2014-07-04,39.4,-76.8,2014,7,4,Summer,2
Spring,TX,HARRIS,2014-07-04,30.1,-95.4,2014,7,4,Summer,4
portage,IN,PORTER,2014-07-04,41.6,-87.2,2014,7,4,Summer,2
Elma,NY,ERIE,2014-07-04,42.8,-78.6,2014,7,4,Summer,1
Jordan,NY,ONONDAGA,2014-07-04,43.1,-76.5,2014,7,4,Summer,2
Wichita,KS,SEDGWICK,2014-07-04,37.7,-97.3,2014,7,4,Summer,24
Bloomington,IN,MONROE,2014-07-04,39.1,-86.5,2014,7,4,Summer,3
Jordan,MN,SCOTT,2014-07-04,44.7,-93.6,2014,7,4,Summer,1
Homeworth,OH,COLUMBIANA,2014-07-04,40.9,-81.1,2014,7,4,Summer,2
Allenton,WI,WASHINGTON,2014-07-04,43.5,-88.4,2014,7,4,Summer,3
Holt,MI,INGHAM,2014-07-04,42.6,-84.5,2014,7,4,Summer,1
Glencoe,IL,COOK,2014-07-04,42.1,-87.8,2014,7,4,Summer,1
Huntingdon,PA,HUNTINGDON,2014-07-04,40.6,-77.9,2014,7,4,Summer,2
Mer Rouge,LA,MOREHOUSE,2014-07-04,32.8,-91.7,2014,7,4,Summer,1
South Glens Falls,NY,SARATOGA,2014-07-04,43.3,-73.6,2014,7,4,Summer,3
Albany,IN,DELAWARE,2014-07-04,40.3,-85.3,2014,7,4,Summer,1
Omaha,NE,DOUGLAS,2014-07-04,41.3,-95.9,2014,7,4,Summer,19
cincinnati,OH,CLERMONT,2014-07-04,39.1,-84.5,2014,7,4,Summer,3
Aurora,IN,DEARBORN,2014-07-04,39.1,-85.0,2014,7,4,Summer,2
Portage,MI,KALAMAZOO,2014-07-04,42.2,-85.6,2014,7,4,Summer,2
Omaha,NE,SARPY,2014-07-04,41.3,-95.9,2014,7,4,Summer,4
cincinnati,OH,HAMILTON,2014-07-04,39.1,-84.5,2014,7,4,Summer,111
Neshkoro,WI,MARQUETTE,2014-07-05,43.0,-89.3,2014,7,5,Summer,5
Columbus,OH,FRANKLIN,2014-07-05,40.1,-83.0,2014,7,5,Summer,27
Grand Forks,ND,GRAND FORKS,2014-07-05,47.9,-97.1,2014,7,5,Summer,2
Amery,WI,POLK,2014-07-05,45.4,-92.4,2014,7,5,Summer,30
Mechanicstown,OH,CARROLL,2014-07-05,40.6,-81.0,2014,7,5,Summer,1
Columbus,OH,DELAWARE,2014-07-05,40.1,-83.0,2014,7,5,Summer,1
Greenback,TN,LOUDON,2014-07-05,35.7,-84.2,2014,7,5,Summer,4
Beaver City,NE,FURNAS,2014-07-05,40.1,-99.7,2014,7,5,Summer,1
norristown,PA,MONTGOMERY,2014-07-05,40.1,-75.3,2014,7,5,Summer,8
Omaha,NE,SARPY,2014-07-05,41.3,-95.9,2014,7,5,Summer,4
Belington,WV,BARBOUR,2014-07-05,39.0,-80.0,2014,7,5,Summer,1
Allenton,WI,WASHINGTON,2014-07-05,43.5,-88.4,2014,7,5,Summer,3
tunkhannock,PA,WYOMING,2014-07-05,41.5,-76.0,2014,7,5,Summer,14
Buckland,OH,AUGLAIZE,2014-07-05,40.6,-84.1,2014,7,5,Summer,4
Henderson Harbor,NY,JEFFERSON,2014-07-05,43.9,-76.1,2014,7,5,Summer,2
Atchison,KS,ATCHISON,2014-07-05,39.5,-95.1,2014,7,5,Summer,2
Dublin,OH,FRANKLIN,2014-07-05,40.1,-83.1,2014,7,5,Summer,1
Poquoson,VA,POQUOSON CITY,2014-07-05,37.1,-76.4,2014,7,5,Summer,2
Binghamton,NY,BROOME,2014-07-05,42.2,-75.9,2014,7,5,Summer,17
Omaha,NE,DOUGLAS,2014-07-05,41.3,-95.9,2014,7,5,Summer,19
South New Berlin,NY,CHENANGO,2014-07-05,42.5,-75.3,2014,7,5,Summer,7
Overland Park,KS,JOHNSON,2014-07-05,39.0,-94.7,2014,7,5,Summer,24
Newport Beach,CA,ORANGE,2014-07-05,33.6,-117.9,2014,7,5,Summer,15
Lexington,MA,MIDDLESEX,2014-07-06,42.4,-71.2,2014,7,6,Summer,1
Hillsboro,WV,POCAHONTAS,2014-07-06,38.2,-80.3,2014,7,6,Summer,12
Clinton Township,MI,MACOMB,2014-07-06,42.6,-82.9,2014,7,6,Summer,2
Fountain,CO,EL PASO,2014-07-06,38.6,-104.7,2014,7,6,Summer,1
Cockeysville,MD,BALTIMORE,2014-07-06,39.5,-76.6,2014,7,6,Summer,3
sanford,FL,SEMINOLE,2014-07-06,28.8,-81.3,2014,7,6,Summer,4
Rockland,ME,KNOX,2014-07-06,44.1,-69.1,2014,7,6,Summer,3
Mer Rouge,LA,MOREHOUSE,2014-07-06,32.8,-91.7,2014,7,6,Summer,2
Islesboro,ME,WALDO,2014-07-06,44.3,-68.9,2014,7,6,Summer,2
IPSWICH,MA,ESSEX,2014-07-06,42.7,-70.8,2014,7,6,Summer,2
Dallastown,PA,YORK,2014-07-06,39.9,-76.6,2014,7,6,Summer,2
South Park,PA,ALLEGHENY,2014-07-06,40.3,-80.0,2014,7,6,Summer,2
Maytown,PA,LANCASTER,2014-07-06,40.1,-76.6,2014,7,6,Summer,1
Northbrook,IL,COOK,2014-07-06,42.1,-87.8,2014,7,6,Summer,1
Galena,IL,JO DAVIESS,2014-07-06,42.4,-90.4,2014,7,6,Summer,5
NEWTON,NJ,SUSSEX,2014-07-06,41.1,-74.8,2014,7,6,Summer,4
South New Berlin,NY,CHENANGO,2014-07-06,42.5,-75.3,2014,7,6,Summer,7
RICHMONDVILLE,NY,SCHOHARIE,2014-07-06,42.6,-74.6,2014,7,6,Summer,2
Somerset,CA,EL DORADO,2014-07-06,38.6,-120.6,2014,7,6,Summer,4
Mount Pleasant,MI,ISABELLA,2014-07-06,43.6,-84.8,2014,7,6,Summer,3
Haslett,MI,INGHAM,2014-07-07,42.8,-84.4,2014,7,7,Summer,2
Canaan,NH,GRAFTON,2014-07-07,43.7,-72.0,2014,7,7,Summer,2
Brookeville,MD,MONTGOMERY,2014-07-07,39.2,-77.1,2014,7,7,Summer,3
norristown,PA,MONTGOMERY,2014-07-07,40.1,-75.3,2014,7,7,Summer,8
Champaign,IL,CHAMPAIGN,2014-07-07,40.1,-88.2,2014,7,7,Summer,2
Reno,NV,WASHOE,2014-07-07,39.5,-119.8,2014,7,7,Summer,34
Iowa City,IA,JOHNSON,2014-07-07,41.7,-91.5,2014,7,7,Summer,3
Lexington,MA,MIDDLESEX,2014-07-07,42.4,-71.2,2014,7,7,Summer,2
Uniontown,KS,BOURBON,2014-07-07,37.8,-95.0,2014,7,7,Summer,10
Atwater,MN,KANDIYOHI,2014-07-07,45.1,-94.8,2014,7,7,Summer,1
Chapel Hill,NC,ORANGE,2014-07-07,35.9,-79.0,2014,7,7,Summer,4
greenbank,WA,ISLAND,2014-07-07,48.1,-122.6,2014,7,7,Summer,1
Shapleigh,ME,YORK,2014-07-07,43.6,-70.8,2014,7,7,Summer,3
Greenville,WI,OUTAGAMIE,2014-07-07,44.3,-88.6,2014,7,7,Summer,1
Janesville,WI,ROCK,2014-07-07,42.7,-89.1,2014,7,7,Summer,1
Ventura,CA,VENTURA,2014-07-07,34.3,-119.3,2014,7,7,Summer,6
Wellsboro,PA,TIOGA,2014-07-07,41.7,-77.4,2014,7,7,Summer,12
Blairstown,NJ,WARREN,2014-07-07,41.0,-75.0,2014,7,7,Summer,3
Lakeville,NY,LIVINGSTON,2014-07-08,42.8,-77.7,2014,7,8,Summer,1
bellville,OH,RICHLAND,2014-07-08,40.6,-82.5,2014,7,8,Summer,2
Schaumburg,IL,COOK,2014-07-08,42.1,-88.0,2014,7,8,Summer,8
Franklin,WI,MILWAUKEE,2014-07-08,42.9,-88.0,2014,7,8,Summer,1
Cedar Rapids,IA,LINN,2014-07-08,42.0,-91.7,2014,7,8,Summer,24
Minneapolis,MN,ANOKA,2014-07-08,45.0,-93.3,2014,7,8,Summer,24
Lexington,GA,OGLETHORPE,2014-07-08,33.9,-83.1,2014,7,8,Summer,1
Lititz,PA,LANCASTER,2014-07-08,40.2,-76.3,2014,7,8,Summer,11
Windsor,CO,WELD,2014-07-08,40.5,-104.9,2014,7,8,Summer,6
Yatesboro,PA,ARMSTRONG,2014-07-08,40.8,-79.3,2014,7,8,Summer,1
Glenview,IL,COOK,2014-07-08,42.1,-87.8,2014,7,8,Summer,2
Shingle Springs,CA,EL DORADO,2014-07-08,38.6,-120.9,2014,7,8,Summer,4
Bay Village,OH,CUYAHOGA,2014-07-08,41.5,-81.9,2014,7,8,Summer,2
Newport News,VA,NEWPORT NEWS CITY,2014-07-08,37.1,-76.5,2014,7,8,Summer,5
Sturgis,MI,SAINT JOSEPH,2014-07-08,41.8,-85.5,2014,7,8,Summer,4
Minneapolis,MN,HENNEPIN,2014-07-08,45.0,-93.3,2014,7,8,Summer,62
Tijeras,NM,BERNALILLO,2014-07-09,35.0,-106.3,2014,7,9,Summer,4
Oneonta,NY,OTSEGO,2014-07-09,42.5,-75.0,2014,7,9,Summer,5
North Java,NY,WYOMING,2014-07-09,42.7,-78.3,2014,7,9,Summer,2
Binghamton,NY,BROOME,2014-07-09,42.2,-75.9,2014,7,9,Summer,17
Chanhassen,MN,CARVER,2014-07-09,44.9,-93.5,2014,7,9,Summer,1
Franklin,WI,MILWAUKEE,2014-07-09,42.9,-88.0,2014,7,9,Summer,1
Rogers,MN,HENNEPIN,2014-07-09,45.2,-93.6,2014,7,9,Summer,4
Williams,OR,JOSEPHINE,2014-07-09,42.2,-123.3,2014,7,9,Summer,1
Pownal,ME,CUMBERLAND,2014-07-09,43.9,-70.2,2014,7,9,Summer,1
Nerstrand,MN,RICE,2014-07-09,44.4,-93.1,2014,7,9,Summer,4
Mount Vernon,IA,LINN,2014-07-09,41.9,-91.4,2014,7,9,Summer,2
Spicewood,TX,TRAVIS,2014-07-09,30.4,-98.1,2014,7,9,Summer,8
York,PA,YORK,2014-07-09,40.0,-76.7,2014,7,9,Summer,31
Gaylord,MI,OTSEGO,2014-07-09,45.0,-84.7,2014,7,9,Summer,4
Boyce,VA,CLARKE,2014-07-09,39.1,-78.0,2014,7,9,Summer,1
Hackensack,NJ,BERGEN,2014-07-10,40.9,-74.0,2014,7,10,Summer,2
Ashaway,RI,WASHINGTON,2014-07-10,41.4,-71.8,2014,7,10,Summer,2
Albany,VT,ORLEANS,2014-07-10,44.7,-72.3,2014,7,10,Summer,1
Tully,NY,ONONDAGA,2014-07-10,42.8,-76.1,2014,7,10,Summer,3
Rochester,NY,MONROE,2014-07-10,43.2,-77.6,2014,7,10,Summer,23
Patagonia,AZ,SANTA CRUZ,2014-07-10,31.5,-110.7,2014,7,10,Summer,3
